Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US36047075600,36047075600,"Census Tract 756, Kings County, New York",61618,13453
1400000US36047075800,36047075800,"Census Tract 758, Kings County, New York",93676,25995
1400000US36047076000,36047076000,"Census Tract 760, Kings County, New York",57143,16636
1400000US36047076200,36047076200,"Census Tract 762, Kings County, New York",41541,11909
1400000US36047076400,36047076400,"Census Tract 764, Kings County, New York",51667,10890
1400000US36047076600,36047076600,"Census Tract 766, Kings County, New York",56137,2605
1400000US36047076800,36047076800,"Census Tract 768, Kings County, New York",48750,12742
1400000US36047077000,36047077000,"Census Tract 770, Kings County, New York",53672,19332
1400000US36047077200,36047077200,"Census Tract 772, Kings County, New York",55507,12049
1400000US36047077400,36047077400,"Census Tract 774, Kings County, New York",47763,9343
1400000US36047077600,36047077600,"Census Tract 776, Kings County, New York",52042,14709
1400000US36047078000,36047078000,"Census Tract 780, Kings County, New York",72768,33700
1400000US36047078200,36047078200,"Census Tract 782, Kings County, New York",44551,4661
1400000US36047078400,36047078400,"Census Tract 784, Kings County, New York",64080,6595
1400000US36047078600,36047078600,"Census Tract 786, Kings County, New York",35092,5672
1400000US36047078800,36047078800,"Census Tract 788, Kings County, New York",37092,6238
1400000US36047079000,36047079000,"Census Tract 790, Kings County, New York",36532,4993
1400000US36047079200,36047079200,"Census Tract 792, Kings County, New York",42772,15878
1400000US36047079400,36047079400,"Census Tract 794, Kings County, New York",40455,29732
1400000US36047079601,36047079601,"Census Tract 796.01, Kings County, New York",41296,10372
1400000US36047079602,36047079602,"Census Tract 796.02, Kings County, New York",31491,2998
1400000US36047079801,36047079801,"Census Tract 798.01, Kings County, New York",41671,10471
1400000US36047079802,36047079802,"Census Tract 798.02, Kings County, New York",43235,8765
1400000US36047080000,36047080000,"Census Tract 800, Kings County, New York",48911,6679
1400000US36047080200,36047080200,"Census Tract 802, Kings County, New York",41042,4937
1400000US36047080400,36047080400,"Census Tract 804, Kings County, New York",44769,6951
1400000US36047080600,36047080600,"Census Tract 806, Kings County, New York",41709,11296
1400000US36047080800,36047080800,"Census Tract 808, Kings County, New York",13636,7838
1400000US36047081000,36047081000,"Census Tract 810, Kings County, New York",37773,11466
1400000US36047081400,36047081400,"Census Tract 814, Kings County, New York",54643,30257
1400000US36047081600,36047081600,"Census Tract 816, Kings County, New York",39779,8874
1400000US36047081800,36047081800,"Census Tract 818, Kings County, New York",39939,12120
1400000US36047082000,36047082000,"Census Tract 820, Kings County, New York",45943,9484
1400000US36047082200,36047082200,"Census Tract 822, Kings County, New York",33272,7874
1400000US36047082400,36047082400,"Census Tract 824, Kings County, New York",32482,6096
1400000US36047082600,36047082600,"Census Tract 826, Kings County, New York",37153,10159
1400000US36047082800,36047082800,"Census Tract 828, Kings County, New York",32750,10131
1400000US36047083000,36047083000,"Census Tract 830, Kings County, New York",36719,7758
1400000US36047083200,36047083200,"Census Tract 832, Kings County, New York",85417,17415
1400000US36047083400,36047083400,"Census Tract 834, Kings County, New York",83141,14269
1400000US36047083600,36047083600,"Census Tract 836, Kings County, New York",61774,9676
1400000US36047083800,36047083800,"Census Tract 838, Kings County, New York",66127,19753
1400000US36047084000,36047084000,"Census Tract 840, Kings County, New York",58625,9886
1400000US36047084600,36047084600,"Census Tract 846, Kings County, New York",72533,15785
1400000US36047084800,36047084800,"Census Tract 848, Kings County, New York",60964,17275
1400000US36047085000,36047085000,"Census Tract 850, Kings County, New York",61563,21480
1400000US36047085200,36047085200,"Census Tract 852, Kings County, New York",-,**
1400000US36047085400,36047085400,"Census Tract 854, Kings County, New York",67625,52611
1400000US36047085600,36047085600,"Census Tract 856, Kings County, New York",45887,6378
1400000US36047085800,36047085800,"Census Tract 858, Kings County, New York",46406,9042
1400000US36047086000,36047086000,"Census Tract 860, Kings County, New York",41453,6340
1400000US36047086200,36047086200,"Census Tract 862, Kings County, New York",35795,12544
1400000US36047086400,36047086400,"Census Tract 864, Kings County, New York",86042,10800
1400000US36047086600,36047086600,"Census Tract 866, Kings County, New York",36458,8944
1400000US36047086800,36047086800,"Census Tract 868, Kings County, New York",31023,12948
1400000US36047087000,36047087000,"Census Tract 870, Kings County, New York",38262,6981
1400000US36047087200,36047087200,"Census Tract 872, Kings County, New York",47422,18163
1400000US36047087401,36047087401,"Census Tract 874.01, Kings County, New York",26915,22059
1400000US36047087600,36047087600,"Census Tract 876, Kings County, New York",51473,14535
1400000US36047087800,36047087800,"Census Tract 878, Kings County, New York",35990,6569
1400000US36047088000,36047088000,"Census Tract 880, Kings County, New York",49652,8932
1400000US36047088200,36047088200,"Census Tract 882, Kings County, New York",32181,6094
1400000US36047088400,36047088400,"Census Tract 884, Kings County, New York",36504,10913
1400000US36047088600,36047088600,"Census Tract 886, Kings County, New York",31605,5123
1400000US36047088800,36047088800,"Census Tract 888, Kings County, New York",44158,5832
1400000US36047089000,36047089000,"Census Tract 890, Kings County, New York",30683,5250
1400000US36047089200,36047089200,"Census Tract 892, Kings County, New York",27022,5283
1400000US36047089400,36047089400,"Census Tract 894, Kings County, New York",43616,11801
1400000US36047089600,36047089600,"Census Tract 896, Kings County, New York",39774,8486
1400000US36047089800,36047089800,"Census Tract 898, Kings County, New York",36042,6183
1400000US36047090000,36047090000,"Census Tract 900, Kings County, New York",22685,4626
1400000US36047090200,36047090200,"Census Tract 902, Kings County, New York",22176,4268
1400000US36047090600,36047090600,"Census Tract 906, Kings County, New York",13450,3328
1400000US36047090800,36047090800,"Census Tract 908, Kings County, New York",20313,9564
1400000US36047091000,36047091000,"Census Tract 910, Kings County, New York",11034,1731
1400000US36047091200,36047091200,"Census Tract 912, Kings County, New York",15811,3545
1400000US36047091600,36047091600,"Census Tract 916, Kings County, New York",25614,5972
1400000US36047091800,36047091800,"Census Tract 918, Kings County, New York",37417,14227
1400000US36047092000,36047092000,"Census Tract 920, Kings County, New York",29858,5970
1400000US36047092200,36047092200,"Census Tract 922, Kings County, New York",30129,18704
1400000US36047092400,36047092400,"Census Tract 924, Kings County, New York",38782,13006
1400000US36047092800,36047092800,"Census Tract 928, Kings County, New York",63574,5110
1400000US36047093000,36047093000,"Census Tract 930, Kings County, New York",73390,9094
1400000US36047093200,36047093200,"Census Tract 932, Kings County, New York",56528,12303
1400000US36047093400,36047093400,"Census Tract 934, Kings County, New York",66250,19708
1400000US36047093600,36047093600,"Census Tract 936, Kings County, New York",55917,26549
1400000US36047093800,36047093800,"Census Tract 938, Kings County, New York",39340,7119
1400000US36047094401,36047094401,"Census Tract 944.01, Kings County, New York",56504,8441
1400000US36047094402,36047094402,"Census Tract 944.02, Kings County, New York",14338,3192
1400000US36047094600,36047094600,"Census Tract 946, Kings County, New York",56840,12630
1400000US36047095000,36047095000,"Census Tract 950, Kings County, New York",65643,5584
1400000US36047095400,36047095400,"Census Tract 954, Kings County, New York",56636,6898
1400000US36047095600,36047095600,"Census Tract 956, Kings County, New York",61842,22359
1400000US36047095800,36047095800,"Census Tract 958, Kings County, New York",63194,28285
1400000US36047096000,36047096000,"Census Tract 960, Kings County, New York",-,**
1400000US36047096200,36047096200,"Census Tract 962, Kings County, New York",63705,18473
1400000US36047096400,36047096400,"Census Tract 964, Kings County, New York",59671,21714
1400000US36047096600,36047096600,"Census Tract 966, Kings County, New York",76354,26120
1400000US36047096800,36047096800,"Census Tract 968, Kings County, New York",80208,19701
1400000US36047097000,36047097000,"Census Tract 970, Kings County, New York",57745,13196
1400000US36047097400,36047097400,"Census Tract 974, Kings County, New York",57730,7787
1400000US36047098200,36047098200,"Census Tract 982, Kings County, New York",18835,7039
1400000US36047098400,36047098400,"Census Tract 984, Kings County, New York",64890,44479
1400000US36047098600,36047098600,"Census Tract 986, Kings County, New York",66487,6910
1400000US36047098800,36047098800,"Census Tract 988, Kings County, New York",61373,8078
1400000US36047099000,36047099000,"Census Tract 990, Kings County, New York",49911,42172
1400000US36047099200,36047099200,"Census Tract 992, Kings County, New York",72035,12998
1400000US36047099400,36047099400,"Census Tract 994, Kings County, New York",83380,11945
1400000US36047099600,36047099600,"Census Tract 996, Kings County, New York",67075,11638
1400000US36047099800,36047099800,"Census Tract 998, Kings County, New York",53208,8775
1400000US36047100400,36047100400,"Census Tract 1004, Kings County, New York",63882,7171
1400000US36047100600,36047100600,"Census Tract 1006, Kings County, New York",83050,19293
1400000US36047100800,36047100800,"Census Tract 1008, Kings County, New York",57375,14543
1400000US36047101000,36047101000,"Census Tract 1010, Kings County, New York",62896,22239
1400000US36047101200,36047101200,"Census Tract 1012, Kings County, New York",47317,7897
1400000US36047101400,36047101400,"Census Tract 1014, Kings County, New York",55375,23153
1400000US36047101600,36047101600,"Census Tract 1016, Kings County, New York",84853,23367
1400000US36047101800,36047101800,"Census Tract 1018, Kings County, New York",77538,9845
1400000US36047102000,36047102000,"Census Tract 1020, Kings County, New York",87338,20835
1400000US36047102200,36047102200,"Census Tract 1022, Kings County, New York",51827,13211
1400000US36047102400,36047102400,"Census Tract 1024, Kings County, New York",52692,11828
1400000US36047102600,36047102600,"Census Tract 1026, Kings County, New York",64111,17144
1400000US36047102800,36047102800,"Census Tract 1028, Kings County, New York",82104,27160
1400000US36047103400,36047103400,"Census Tract 1034, Kings County, New York",27284,8856
1400000US36047105801,36047105801,"Census Tract 1058.01, Kings County, New York",25032,4191
1400000US36047105804,36047105804,"Census Tract 1058.04, Kings County, New York",24708,7126
1400000US36047107000,36047107000,"Census Tract 1070, Kings County, New York",56638,6706
1400000US36047107800,36047107800,"Census Tract 1078, Kings County, New York",60317,9567
1400000US36047109800,36047109800,"Census Tract 1098, Kings County, New York",33214,16404
1400000US36047110400,36047110400,"Census Tract 1104, Kings County, New York",30691,4027
1400000US36047110600,36047110600,"Census Tract 1106, Kings County, New York",26425,6488
1400000US36047111000,36047111000,"Census Tract 1110, Kings County, New York",19005,5252
1400000US36047111600,36047111600,"Census Tract 1116, Kings County, New York",41739,17977
1400000US36047111800,36047111800,"Census Tract 1118, Kings County, New York",28109,5829
1400000US36047112000,36047112000,"Census Tract 1120, Kings County, New York",49888,12247
1400000US36047112200,36047112200,"Census Tract 1122, Kings County, New York",43485,10268
1400000US36047112400,36047112400,"Census Tract 1124, Kings County, New York",53276,12189
1400000US36047112600,36047112600,"Census Tract 1126, Kings County, New York",30791,7230
1400000US36047112800,36047112800,"Census Tract 1128, Kings County, New York",36786,9867
